,File,Participant,ndarray,Segment,State
912,NonOverlap20090428RS_Segment_3_wake.mat,20090428RS,"[[ 1.          0.17272073  0.12734228 ... -0.10516705 -0.27720714
  -0.09199437]
 [ 0.17272073  1.          0.5367068  ... -0.28452045 -0.41105843
   0.06088039]
 [ 0.12734228  0.5367068   1.         ... -0.4389131  -0.2787463
   0.08129457]
 ...
 [-0.10516705 -0.28452045 -0.4389131  ...  1.          0.04582691
   0.31698626]
 [-0.27720714 -0.41105843 -0.2787463  ...  0.04582691  1.
  -0.14510685]
 [-0.09199437  0.06088039  0.08129457 ...  0.31698626 -0.14510685
   1.        ]]",3,Wake
913,NonOverlap20090428RS_Segment_4_wake.mat,20090428RS,"[[ 1.         -0.3070324   0.02987076 ...  0.10575317 -0.01636121
   0.00223639]
 [-0.3070324   1.         -0.33311826 ... -0.48052794 -0.01046241
   0.0792998 ]
 [ 0.02987076 -0.33311826  1.         ...  0.0325166  -0.28535867
  -0.11801694]
 ...
 [ 0.10575317 -0.48052794  0.0325166  ...  1.          0.26510367
   0.04423511]
 [-0.01636121 -0.01046241 -0.28535867 ...  0.26510367  1.
   0.1671727 ]
 [ 0.00223639  0.0792998  -0.11801694 ...  0.04423511  0.1671727
   1.        ]]",4,Wake
914,NonOverlap20090428RS_Segment_5_wake.mat,20090428RS,"[[ 1.         -0.5741544   0.11275192 ... -0.05416642 -0.40482605
  -0.22961926]
 [-0.5741544   1.         -0.03107471 ... -0.25372663  0.16404527
   0.27066347]
 [ 0.11275192 -0.03107471  1.         ... -0.40777087 -0.39504215
  -0.21631396]
 ...
 [-0.05416642 -0.25372663 -0.40777087 ...  1.          0.21814328
   0.13728349]
 [-0.40482605  0.16404527 -0.39504215 ...  0.21814328  1.
   0.19749346]
 [-0.22961926  0.27066347 -0.21631396 ...  0.13728349  0.19749346
   1.        ]]",5,Wake
915,NonOverlap20090428RS_Segment_6_wake.mat,20090428RS,"[[ 1.         -0.28988203  0.35026404 ...  0.14605285  0.31428817
  -0.33061737]
 [-0.28988203  1.         -0.13162065 ... -0.32575154  0.01205635
   0.3592719 ]
 [ 0.35026404 -0.13162065  1.         ...  0.29699513 -0.38233736
   0.03045038]
 ...
 [ 0.14605285 -0.32575154  0.29699513 ...  1.         -0.06544536
  -0.14414707]
 [ 0.31428817  0.01205635 -0.38233736 ... -0.06544536  1.
  -0.01557728]
 [-0.33061737  0.3592719   0.03045038 ... -0.14414707 -0.01557728
   1.        ]]",6,Wake
916,NonOverlap20090428RS_Segment_7_wake.mat,20090428RS,"[[ 1.         -0.41260695  0.2354309  ... -0.202975   -0.036
  -0.3898726 ]
 [-0.41260695  1.          0.2234019  ...  0.09953021  0.02034865
  -0.4071694 ]
 [ 0.2354309   0.2234019   1.         ...  0.01231115  0.05169673
  -0.43851107]
 ...
 [-0.202975    0.09953021  0.01231115 ...  1.          0.11615077
  -0.07092781]
 [-0.036       0.02034865  0.05169673 ...  0.11615077  1.
   0.35426095]
 [-0.3898726  -0.4071694  -0.43851107 ... -0.07092781  0.35426095
   1.        ]]",7,Wake
917,NonOverlap20090428RS_Segment_8_wake.mat,20090428RS,"[[ 1.         -0.32898557  0.21075259 ... -0.25628942  0.04972389
  -0.58312273]
 [-0.32898557  1.         -0.12712957 ...  0.07330487 -0.21288705
   0.4079908 ]
 [ 0.21075259 -0.12712957  1.         ...  0.46979356 -0.39608595
  -0.37181866]
 ...
 [-0.25628942  0.07330487  0.46979356 ...  1.         -0.22411448
   0.2080265 ]
 [ 0.04972389 -0.21288705 -0.39608595 ... -0.22411448  1.
  -0.05740803]
 [-0.58312273  0.4079908  -0.37181866 ...  0.2080265  -0.05740803
   1.        ]]",8,Wake
918,NonOverlap20090428RS_Segment_9_wake.mat,20090428RS,"[[ 1.         -0.33763492  0.19103405 ... -0.01638516 -0.3380199
  -0.48967558]
 [-0.33763492  1.          0.08230401 ...  0.02728491  0.23946898
   0.14402945]
 [ 0.19103405  0.08230401  1.         ...  0.1095074  -0.08997199
  -0.16995615]
 ...
 [-0.01638516  0.02728491  0.1095074  ...  1.          0.26651695
  -0.14370428]
 [-0.3380199   0.23946898 -0.08997199 ...  0.26651695  1.
   0.40608355]
 [-0.48967558  0.14402945 -0.16995615 ... -0.14370428  0.40608355
   1.        ]]",9,Wake
919,NonOverlap20090428RS_Segment_10_wake.mat,20090428RS,"[[ 1.         -0.71066296 -0.04788385 ... -0.21952906 -0.43670604
  -0.49042153]
 [-0.71066296  1.          0.10767592 ...  0.11751192  0.45356345
   0.6125728 ]
 [-0.04788385  0.10767592  1.         ...  0.29364443  0.12817426
  -0.03704344]
 ...
 [-0.21952906  0.11751192  0.29364443 ...  1.          0.29972157
  -0.19074309]
 [-0.43670604  0.45356345  0.12817426 ...  0.29972157  1.
   0.52773833]
 [-0.49042153  0.6125728  -0.03704344 ... -0.19074309  0.52773833
   1.        ]]",10,Wake
920,NonOverlap20090428RS_Segment_11_wake.mat,20090428RS,"[[ 1.         -0.66215706  0.37267223 ... -0.11432737 -0.56125665
  -0.30782586]
 [-0.66215706  1.         -0.2663289  ... -0.09586203  0.61943984
   0.28664646]
 [ 0.37267223 -0.2663289   1.         ...  0.44206563 -0.34000337
  -0.40190575]
 ...
 [-0.11432737 -0.09586203  0.44206563 ...  1.          0.12464295
   0.13611384]
 [-0.56125665  0.61943984 -0.34000337 ...  0.12464295  1.
   0.4768444 ]
 [-0.30782586  0.28664646 -0.40190575 ...  0.13611384  0.4768444
   1.        ]]",11,Wake
921,NonOverlap20090428RS_Segment_12_wake.mat,20090428RS,"[[ 1.         -0.5440383   0.25699908 ...  0.11623372 -0.35354334
  -0.43273425]
 [-0.5440383   1.          0.13582242 ...  0.0671064   0.1001509
   0.3961285 ]
 [ 0.25699908  0.13582242  1.         ...  0.24597085 -0.3296101
  -0.22986859]
 ...
 [ 0.11623372  0.0671064   0.24597085 ...  1.          0.1569512
  -0.11646041]
 [-0.35354334  0.1001509  -0.3296101  ...  0.1569512   1.
  -0.1914529 ]
 [-0.43273425  0.3961285  -0.22986859 ... -0.11646041 -0.1914529
   1.        ]]",12,Wake
922,NonOverlap20090512MH_Segment_1_wake.mat,20090512MH,"[[ 1.          0.09062023  0.18942043 ...  0.06219909  0.0446029
  -0.35711968]
 [ 0.09062023  1.          0.09002326 ...  0.08034427  0.48799562
  -0.12594074]
 [ 0.18942043  0.09002326  1.         ...  0.58207965  0.32026783
   0.27709314]
 ...
 [ 0.06219909  0.08034427  0.58207965 ...  1.          0.35344785
   0.2719227 ]
 [ 0.0446029   0.48799562  0.32026783 ...  0.35344785  1.
   0.00985923]
 [-0.35711968 -0.12594074  0.27709314 ...  0.2719227   0.00985923
   1.        ]]",1,Wake
923,NonOverlap20090512MH_Segment_2_wake.mat,20090512MH,"[[ 1.          0.0807508  -0.3282186  ... -0.2539803   0.07973282
  -0.22001594]
 [ 0.0807508   1.         -0.13631739 ... -0.14635289  0.15449807
  -0.35656998]
 [-0.3282186  -0.13631739  1.         ...  0.4012488   0.18979204
   0.0685183 ]
 ...
 [-0.2539803  -0.14635289  0.4012488  ...  1.          0.2753309
  -0.35095114]
 [ 0.07973282  0.15449807  0.18979204 ...  0.2753309   1.
  -0.3147555 ]
 [-0.22001594 -0.35656998  0.0685183  ... -0.35095114 -0.3147555
   1.        ]]",2,Wake
924,NonOverlap20090512MH_Segment_3_wake.mat,20090512MH,"[[ 1.         -0.5146557  -0.11908948 ... -0.31358877 -0.3739603
  -0.398545  ]
 [-0.5146557   1.          0.24717717 ... -0.22277868  0.30425367
   0.3755248 ]
 [-0.11908948  0.24717717  1.         ...  0.05250559  0.15707599
  -0.01219944]
 ...
 [-0.31358877 -0.22277868  0.05250559 ...  1.          0.12732565
   0.09869751]
 [-0.3739603   0.30425367  0.15707599 ...  0.12732565  1.
   0.13974184]
 [-0.398545    0.3755248  -0.01219944 ...  0.09869751  0.13974184
   1.        ]]",3,Wake
925,NonOverlap20090512MH_Segment_4_wake.mat,20090512MH,"[[ 1.         -0.19165626 -0.15201968 ... -0.21183796 -0.00503452
  -0.21760626]
 [-0.19165626  1.         -0.21189135 ...  0.5036982  -0.01144688
   0.21284127]
 [-0.15201968 -0.21189135  1.         ...  0.12911268 -0.14341463
  -0.4063111 ]
 ...
 [-0.21183796  0.5036982   0.12911268 ...  1.         -0.02091317
   0.18530369]
 [-0.00503452 -0.01144688 -0.14341463 ... -0.02091317  1.
   0.07957192]
 [-0.21760626  0.21284127 -0.4063111  ...  0.18530369  0.07957192
   1.        ]]",4,Wake
926,NonOverlap20090512MH_Segment_5_wake.mat,20090512MH,"[[ 1.         -0.2851528  -0.02748793 ... -0.03139365 -0.22231786
  -0.57848847]
 [-0.2851528   1.         -0.06147052 ...  0.0526257   0.28565383
   0.21973556]
 [-0.02748793 -0.06147052  1.         ... -0.0733848   0.11390053
   0.00979674]
 ...
 [-0.03139365  0.0526257  -0.0733848  ...  1.          0.3332596
   0.05568516]
 [-0.22231786  0.28565383  0.11390053 ...  0.3332596   1.
   0.01238747]
 [-0.57848847  0.21973556  0.00979674 ...  0.05568516  0.01238747
   1.        ]]",5,Wake
927,NonOverlap20090512MH_Segment_6_wake.mat,20090512MH,"[[ 1.         -0.535602   -0.22854197 ...  0.01059712 -0.3060577
   0.15819427]
 [-0.535602    1.          0.2247263  ...  0.25710675  0.46716768
  -0.18966043]
 [-0.22854197  0.2247263   1.         ...  0.03500275  0.48708
   0.02456548]
 ...
 [ 0.01059712  0.25710675  0.03500275 ...  1.          0.04921271
   0.05567599]
 [-0.3060577   0.46716768  0.48708    ...  0.04921271  1.
  -0.07209209]
 [ 0.15819427 -0.18966043  0.02456548 ...  0.05567599 -0.07209209
   1.        ]]",6,Wake
928,NonOverlap20090512MH_Segment_7_wake.mat,20090512MH,"[[ 1.         -0.45284945 -0.32333457 ... -0.30936053 -0.4189329
   0.23214889]
 [-0.45284945  1.         -0.06799579 ... -0.14734405  0.41448689
   0.22314653]
 [-0.32333457 -0.06799579  1.         ...  0.2760502   0.08489199
  -0.22615144]
 ...
 [-0.30936053 -0.14734405  0.2760502  ...  1.         -0.14964344
  -0.24016848]
 [-0.4189329   0.41448689  0.08489199 ... -0.14964344  1.
   0.09196949]
 [ 0.23214889  0.22314653 -0.22615144 ... -0.24016848  0.09196949
   1.        ]]",7,Wake
929,NonOverlap20090512MH_Segment_8_wake.mat,20090512MH,"[[ 1.         -0.2058951  -0.42960644 ... -0.06498918 -0.01129013
  -0.3098744 ]
 [-0.2058951   1.         -0.14273968 ... -0.15132305 -0.06580884
  -0.36242443]
 [-0.42960644 -0.14273968  1.         ...  0.3146744   0.00789037
   0.233159  ]
 ...
 [-0.06498918 -0.15132305  0.3146744  ...  1.         -0.30628815
   0.32978994]
 [-0.01129013 -0.06580884  0.00789037 ... -0.30628815  1.
   0.1631481 ]
 [-0.3098744  -0.36242443  0.233159   ...  0.32978994  0.1631481
   1.        ]]",8,Wake
930,NonOverlap20090512MH_Segment_9_wake.mat,20090512MH,"[[ 1.         -0.6423234  -0.6023544  ... -0.41983646  0.02524316
  -0.4763469 ]
 [-0.6423234   1.          0.29389542 ...  0.22478186 -0.13885295
   0.21064025]
 [-0.6023544   0.29389542  1.         ...  0.48305756  0.09722047
   0.2805313 ]
 ...
 [-0.41983646  0.22478186  0.48305756 ...  1.          0.25934654
   0.57223827]
 [ 0.02524316 -0.13885295  0.09722047 ...  0.25934654  1.
   0.26172063]
 [-0.4763469   0.21064025  0.2805313  ...  0.57223827  0.26172063
   1.        ]]",9,Wake
931,NonOverlap20090512MH_Segment_10_wake.mat,20090512MH,"[[ 1.         -0.6044031  -0.28929478 ... -0.14814614 -0.46838194
  -0.47690022]
 [-0.6044031   1.          0.27490067 ...  0.3244301   0.17750758
   0.20428176]
 [-0.28929478  0.27490067  1.         ... -0.0201853   0.26118037
  -0.02944685]
 ...
 [-0.14814614  0.3244301  -0.0201853  ...  1.          0.09298974
   0.12176892]
 [-0.46838194  0.17750758  0.26118037 ...  0.09298974  1.
   0.5245581 ]
 [-0.47690022  0.20428176 -0.02944685 ...  0.12176892  0.5245581
   1.        ]]",10,Wake
932,NonOverlap20090512MH_Segment_11_wake.mat,20090512MH,"[[ 1.         -0.11600216  0.07461981 ... -0.00633973 -0.2375658
  -0.35889614]
 [-0.11600216  1.          0.07157436 ... -0.2553217   0.21060148
   0.15899338]
 [ 0.07461981  0.07157436  1.         ... -0.47242638 -0.07560989
   0.04954633]
 ...
 [-0.00633973 -0.2553217  -0.47242638 ...  1.          0.24132
   0.07795697]
 [-0.2375658   0.21060148 -0.07560989 ...  0.24132     1.
   0.4130957 ]
 [-0.35889614  0.15899338  0.04954633 ...  0.07795697  0.4130957
   1.        ]]",11,Wake
933,NonOverlap20090512MH_Segment_12_wake.mat,20090512MH,"[[ 1.         -0.42416406 -0.05510364 ... -0.03661174 -0.04349869
  -0.09187841]
 [-0.42416406  1.         -0.14555621 ...  0.35187048  0.03241477
   0.30109826]
 [-0.05510364 -0.14555621  1.         ... -0.2551543  -0.14054143
  -0.2724367 ]
 ...
 [-0.03661174  0.35187048 -0.2551543  ...  1.          0.1128155
   0.02632029]
 [-0.04349869  0.03241477 -0.14054143 ...  0.1128155   1.
  -0.24244875]
 [-0.09187841  0.30109826 -0.2724367  ...  0.02632029 -0.24244875
   1.        ]]",12,Wake
934,NonOverlap20090512MH_Segment_13_wake.mat,20090512MH,"[[ 1.         -0.03456598 -0.21690494 ... -0.43942237 -0.03898804
  -0.3092473 ]
 [-0.03456598  1.         -0.3054068  ... -0.05990735 -0.2571314
  -0.29483175]
 [-0.21690494 -0.3054068   1.         ... -0.19416143 -0.0103453
   0.1327414 ]
 ...
 [-0.43942237 -0.05990735 -0.19416143 ...  1.          0.12780026
   0.11464858]
 [-0.03898804 -0.2571314  -0.0103453  ...  0.12780026  1.
   0.28908795]
 [-0.3092473  -0.29483175  0.1327414  ...  0.11464858  0.28908795
   1.        ]]",13,Wake
935,NonOverlap20090512MH_Segment_14_wake.mat,20090512MH,"[[ 1.          0.4932727  -0.20499028 ... -0.1924626  -0.31951323
  -0.45814416]
 [ 0.4932727   1.          0.07678773 ...  0.13981359 -0.0698117
  -0.18475413]
 [-0.20499028  0.07678773  1.         ...  0.3185653   0.23296776
   0.39174214]
 ...
 [-0.1924626   0.13981359  0.3185653  ...  1.          0.4272908
   0.06257164]
 [-0.31951323 -0.0698117   0.23296776 ...  0.4272908   1.
   0.30330542]
 [-0.45814416 -0.18475413  0.39174214 ...  0.06257164  0.30330542
   1.        ]]",14,Wake
936,NonOverlap20090513TR_Segment_1_wake.mat,20090513TR,"[[ 1.         -0.1223363  -0.22712168 ...  0.16545185 -0.17339739
  -0.1998407 ]
 [-0.1223363   1.         -0.13202825 ... -0.14444229 -0.09877975
  -0.5392022 ]
 [-0.22712168 -0.13202825  1.         ...  0.02555302  0.29723567
   0.24253115]
 ...
 [ 0.16545185 -0.14444229  0.02555302 ...  1.         -0.18240969
   0.05021148]
 [-0.17339739 -0.09877975  0.29723567 ... -0.18240969  1.
   0.25199568]
 [-0.1998407  -0.5392022   0.24253115 ...  0.05021148  0.25199568
   1.        ]]",1,Wake
937,NonOverlap20090518NW_Segment_1_wake.mat,20090518NW,"[[ 1.         -0.20159277 -0.08026661 ...  0.130467    0.04209655
  -0.13388649]
 [-0.20159277  1.         -0.13423347 ... -0.12778321  0.11404933
  -0.15081698]
 [-0.08026661 -0.13423347  1.         ...  0.50261855 -0.12641677
  -0.07773335]
 ...
 [ 0.130467   -0.12778321  0.50261855 ...  1.          0.233612
  -0.03270684]
 [ 0.04209655  0.11404933 -0.12641677 ...  0.233612    1.
  -0.333986  ]
 [-0.13388649 -0.15081698 -0.07773335 ... -0.03270684 -0.333986
   1.        ]]",1,Wake
938,NonOverlap20090526SD_Segment_1_wake.mat,20090526SD,"[[ 1.         -0.11540266 -0.12327541 ... -0.18979824 -0.03988206
   0.45897585]
 [-0.11540266  1.          0.04769234 ... -0.46880472  0.2854998
   0.18197894]
 [-0.12327541  0.04769234  1.         ...  0.18125576 -0.02815733
  -0.08732174]
 ...
 [-0.18979824 -0.46880472  0.18125576 ...  1.          0.10064136
  -0.54309684]
 [-0.03988206  0.2854998  -0.02815733 ...  0.10064136  1.
  -0.05767462]
 [ 0.45897585  0.18197894 -0.08732174 ... -0.54309684 -0.05767462
   1.        ]]",1,Wake
939,NonOverlap20090526SD_Segment_2_wake.mat,20090526SD,"[[ 1.         -0.00959676 -0.4404062  ... -0.02729774 -0.1352379
   0.07710572]
 [-0.00959676  1.         -0.01094393 ...  0.24243191 -0.01951088
   0.27249017]
 [-0.4404062  -0.01094393  1.         ...  0.23581943  0.23593381
  -0.1514956 ]
 ...
 [-0.02729774  0.24243191  0.23581943 ...  1.         -0.20966265
   0.11259516]
 [-0.1352379  -0.01951088  0.23593381 ... -0.20966265  1.
  -0.09100141]
 [ 0.07710572  0.27249017 -0.1514956  ...  0.11259516 -0.09100141
   1.        ]]",2,Wake
940,NonOverlap20090526SD_Segment_3_wake.mat,20090526SD,"[[ 1.         -0.26123917  0.24277201 ...  0.04496714  0.06690867
  -0.1685654 ]
 [-0.26123917  1.          0.06898087 ...  0.16309035  0.01573464
   0.14132094]
 [ 0.24277201  0.06898087  1.         ...  0.17522565  0.03033482
  -0.42102244]
 ...
 [ 0.04496714  0.16309035  0.17522565 ...  1.         -0.08145787
   0.04994673]
 [ 0.06690867  0.01573464  0.03033482 ... -0.08145787  1.
   0.04056976]
 [-0.1685654   0.14132094 -0.42102244 ...  0.04994673  0.04056976
   1.        ]]",3,Wake
941,NonOverlap20090526SD_Segment_4_wake.mat,20090526SD,"[[ 1.         -0.08060742 -0.3307523  ... -0.32254225  0.03823882
  -0.04519069]
 [-0.08060742  1.         -0.08861615 ... -0.02904936 -0.13246761
   0.11452962]
 [-0.3307523  -0.08861615  1.         ...  0.14074263  0.18253857
  -0.22042353]
 ...
 [-0.32254225 -0.02904936  0.14074263 ...  1.         -0.28053352
   0.01956493]
 [ 0.03823882 -0.13246761  0.18253857 ... -0.28053352  1.
   0.02478321]
 [-0.04519069  0.11452962 -0.22042353 ...  0.01956493  0.02478321
   1.        ]]",4,Wake
942,NonOverlap20090526SD_Segment_5_wake.mat,20090526SD,"[[ 1.         -0.49028188 -0.05909261 ... -0.18461826 -0.17999241
  -0.4028141 ]
 [-0.49028188  1.         -0.24695683 ...  0.19816709  0.074881
   0.31437838]
 [-0.05909261 -0.24695683  1.         ... -0.00779617 -0.35997325
  -0.2845177 ]
 ...
 [-0.18461826  0.19816709 -0.00779617 ...  1.          0.3240304
   0.24407294]
 [-0.17999241  0.074881   -0.35997325 ...  0.3240304   1.
   0.3411594 ]
 [-0.4028141   0.31437838 -0.2845177  ...  0.24407294  0.3411594
   1.        ]]",5,Wake
943,NonOverlap20090526SD_Segment_6_wake.mat,20090526SD,"[[ 1.          0.1613679   0.14829934 ... -0.16735929  0.09323506
   0.3484347 ]
 [ 0.1613679   1.         -0.00485175 ... -0.22353107  0.38116175
   0.041664  ]
 [ 0.14829934 -0.00485175  1.         ...  0.02449432 -0.06866477
   0.01061439]
 ...
 [-0.16735929 -0.22353107  0.02449432 ...  1.          0.15227264
  -0.03936247]
 [ 0.09323506  0.38116175 -0.06866477 ...  0.15227264  1.
   0.10202399]
 [ 0.3484347   0.041664    0.01061439 ... -0.03936247  0.10202399
   1.        ]]",6,Wake
944,NonOverlap20090602AM_Segment_1_wake.mat,20090602AM,"[[ 1.          0.25567138 -0.1118121  ... -0.49907225 -0.68478566
  -0.54937303]
 [ 0.25567138  1.         -0.1178015  ... -0.3713361  -0.40415013
  -0.44882673]
 [-0.1118121  -0.1178015   1.         ...  0.37512255 -0.06545329
   0.12786454]
 ...
 [-0.49907225 -0.3713361   0.37512255 ...  1.          0.57112503
   0.4158371 ]
 [-0.68478566 -0.40415013 -0.06545329 ...  0.57112503  1.
   0.6029596 ]
 [-0.54937303 -0.44882673  0.12786454 ...  0.4158371   0.6029596
   1.        ]]",1,Wake
945,NonOverlap20090603NH_Segment_1_wake.mat,20090603NH,"[[ 1.          0.24322528  0.14368157 ...  0.10299569 -0.33878368
   0.3599193 ]
 [ 0.24322528  1.         -0.16313578 ... -0.00999505  0.19884455
   0.29180136]
 [ 0.14368157 -0.16313578  1.         ... -0.13137978 -0.13511536
  -0.470014  ]
 ...
 [ 0.10299569 -0.00999505 -0.13137978 ...  1.          0.21745206
   0.26652688]
 [-0.33878368  0.19884455 -0.13511536 ...  0.21745206  1.
   0.00771897]
 [ 0.3599193   0.29180136 -0.470014   ...  0.26652688  0.00771897
   1.        ]]",1,Wake
946,NonOverlap20090603NH_Segment_2_wake.mat,20090603NH,"[[ 1.         -0.29663873  0.15405652 ...  0.09327726  0.29860753
  -0.0960483 ]
 [-0.29663873  1.         -0.23414081 ... -0.00258134  0.3770705
  -0.11906952]
 [ 0.15405652 -0.23414081  1.         ... -0.13448608 -0.0824787
   0.2168102 ]
 ...
 [ 0.09327726 -0.00258134 -0.13448608 ...  1.          0.3369382
   0.06320475]
 [ 0.29860753  0.3770705  -0.0824787  ...  0.3369382   1.
   0.09482192]
 [-0.0960483  -0.11906952  0.2168102  ...  0.06320475  0.09482192
   1.        ]]",2,Wake
947,NonOverlap20090603NH_Segment_3_wake.mat,20090603NH,"[[ 1.         -0.21639921 -0.42369518 ...  0.07179014 -0.03939629
   0.08914768]
 [-0.21639921  1.          0.36936843 ... -0.3151729   0.15026584
  -0.25398707]
 [-0.42369518  0.36936843  1.         ... -0.0081392   0.14575282
  -0.09689799]
 ...
 [ 0.07179014 -0.3151729  -0.0081392  ...  1.         -0.19370686
   0.12861651]
 [-0.03939629  0.15026584  0.14575282 ... -0.19370686  1.
  -0.09179689]
 [ 0.08914768 -0.25398707 -0.09689799 ...  0.12861651 -0.09179689
   1.        ]]",3,Wake
948,NonOverlap20090603NH_Segment_4_wake.mat,20090603NH,"[[ 1.0000000e+00 -2.2568846e-01 -3.0738920e-01 ... -6.6770136e-02
   1.6422939e-01  3.4952778e-01]
 [-2.2568846e-01  1.0000000e+00 -1.8912636e-02 ...  5.7611957e-02
  -5.3471185e-02 -1.8980822e-01]
 [-3.0738920e-01 -1.8912636e-02  1.0000000e+00 ...  1.2087065e-04
  -3.5760763e-01 -2.9297850e-01]
 ...
 [-6.6770136e-02  5.7611957e-02  1.2087065e-04 ...  1.0000000e+00
   2.9747680e-01 -2.4153063e-01]
 [ 1.6422939e-01 -5.3471185e-02 -3.5760763e-01 ...  2.9747680e-01
   1.0000000e+00 -1.9392392e-02]
 [ 3.4952778e-01 -1.8980822e-01 -2.9297850e-01 ... -2.4153063e-01
  -1.9392392e-02  1.0000000e+00]]",4,Wake
949,NonOverlap20090609FB_Segment_1_wake.mat,20090609FB,"[[ 1.          0.126486    0.0202186  ... -0.37335825  0.0020507
  -0.13434765]
 [ 0.126486    1.          0.2698676  ...  0.24666014  0.11611737
   0.03248314]
 [ 0.0202186   0.2698676   1.         ...  0.06760522  0.28510636
  -0.17323256]
 ...
 [-0.37335825  0.24666014  0.06760522 ...  1.         -0.2435745
   0.15437679]
 [ 0.0020507   0.11611737  0.28510636 ... -0.2435745   1.
   0.189702  ]
 [-0.13434765  0.03248314 -0.17323256 ...  0.15437679  0.189702
   1.        ]]",1,Wake
950,NonOverlap20090609FB_Segment_2_wake.mat,20090609FB,"[[ 1.         -0.20640713  0.11180668 ... -0.04971299  0.08149264
  -0.08923946]
 [-0.20640713  1.          0.05130724 ...  0.22608341  0.27054533
  -0.33386868]
 [ 0.11180668  0.05130724  1.         ...  0.21881948 -0.22655173
   0.04478341]
 ...
 [-0.04971299  0.22608341  0.21881948 ...  1.          0.10177676
   0.0457617 ]
 [ 0.08149264  0.27054533 -0.22655173 ...  0.10177676  1.
  -0.25420624]
 [-0.08923946 -0.33386868  0.04478341 ...  0.0457617  -0.25420624
   1.        ]]",2,Wake
951,NonOverlap20090609FB_Segment_3_wake.mat,20090609FB,"[[ 1.         -0.13366792  0.20688412 ... -0.27281827  0.10011964
   0.42356473]
 [-0.13366792  1.         -0.5242338  ... -0.11613971 -0.08064747
   0.00297693]
 [ 0.20688412 -0.5242338   1.         ...  0.2410933   0.08895371
   0.13021946]
 ...
 [-0.27281827 -0.11613971  0.2410933  ...  1.          0.15721819
   0.23349705]
 [ 0.10011964 -0.08064747  0.08895371 ...  0.15721819  1.
   0.32816136]
 [ 0.42356473  0.00297693  0.13021946 ...  0.23349705  0.32816136
   1.        ]]",3,Wake
952,NonOverlap20090609FB_Segment_4_wake.mat,20090609FB,"[[ 1.          0.41502976  0.22656026 ... -0.3408392   0.36470008
  -0.3879168 ]
 [ 0.41502976  1.          0.38811773 ... -0.23454626  0.08276056
  -0.24466333]
 [ 0.22656026  0.38811773  1.         ...  0.0198133  -0.07005748
  -0.2710257 ]
 ...
 [-0.3408392  -0.23454626  0.0198133  ...  1.         -0.27125812
  -0.09185904]
 [ 0.36470008  0.08276056 -0.07005748 ... -0.27125812  1.
  -0.19654658]
 [-0.3879168  -0.24466333 -0.2710257  ... -0.09185904 -0.19654658
   1.        ]]",4,Wake
953,NonOverlap20090825AB_Segment_1_wake.mat,20090825AB,"[[ 1.         -0.46620482 -0.15076315 ... -0.11016692 -0.37958252
   0.2759865 ]
 [-0.46620482  1.          0.19803649 ... -0.09209967  0.29340607
  -0.08390149]
 [-0.15076315  0.19803649  1.         ... -0.08090626 -0.19346677
  -0.37822276]
 ...
 [-0.11016692 -0.09209967 -0.08090626 ...  1.          0.22905491
   0.0371695 ]
 [-0.37958252  0.29340607 -0.19346677 ...  0.22905491  1.
   0.19933496]
 [ 0.2759865  -0.08390149 -0.37822276 ...  0.0371695   0.19933496
   1.        ]]",1,Wake
954,NonOverlap20090825AB_Segment_2_wake.mat,20090825AB,"[[ 1.         -0.06024802 -0.1195886  ... -0.35456407  0.16891494
  -0.44757718]
 [-0.06024802  1.         -0.00336223 ... -0.18335995 -0.02504457
  -0.01306972]
 [-0.1195886  -0.00336223  1.         ... -0.02443548 -0.61011857
   0.00796223]
 ...
 [-0.35456407 -0.18335995 -0.02443548 ...  1.          0.11382725
   0.3371839 ]
 [ 0.16891494 -0.02504457 -0.61011857 ...  0.11382725  1.
  -0.19219089]
 [-0.44757718 -0.01306972  0.00796223 ...  0.3371839  -0.19219089
   1.        ]]",2,Wake
955,NonOverlap20090825AB_Segment_3_wake.mat,20090825AB,"[[ 1.         -0.19545463  0.09374523 ... -0.10983445  0.2958973
   0.1015716 ]
 [-0.19545463  1.          0.15591404 ...  0.02820908 -0.23285377
   0.17772818]
 [ 0.09374523  0.15591404  1.         ...  0.48445272 -0.18399951
   0.28859943]
 ...
 [-0.10983445  0.02820908  0.48445272 ...  1.         -0.12946765
   0.02816955]
 [ 0.2958973  -0.23285377 -0.18399951 ... -0.12946765  1.
  -0.11858995]
 [ 0.1015716   0.17772818  0.28859943 ...  0.02816955 -0.11858995
   1.        ]]",3,Wake
956,NonOverlap20090825AB_Segment_4_wake.mat,20090825AB,"[[ 1.         -0.55971366  0.44985107 ... -0.37639213 -0.20425774
   0.28399193]
 [-0.55971366  1.         -0.13296945 ...  0.17273527 -0.01182049
  -0.0814564 ]
 [ 0.44985107 -0.13296945  1.         ... -0.01165725 -0.10794626
   0.34158096]
 ...
 [-0.37639213  0.17273527 -0.01165725 ...  1.          0.2534808
   0.12542415]
 [-0.20425774 -0.01182049 -0.10794626 ...  0.2534808   1.
   0.02164128]
 [ 0.28399193 -0.0814564   0.34158096 ...  0.12542415  0.02164128
   1.        ]]",4,Wake
