,File,Participant,ndarray,Segment,State
957,NonOverlap20090825AB_Segment_5_wake.mat,20090825AB,"[[ 1.         -0.3120906  -0.0620583  ... -0.4185714  -0.5147303
   0.01822225]
 [-0.3120906   1.          0.37369096 ...  0.44795108  0.02454199
  -0.13523693]
 [-0.0620583   0.37369096  1.         ...  0.20238207 -0.0639656
   0.10901165]
 ...
 [-0.4185714   0.44795108  0.20238207 ...  1.          0.38146782
  -0.32872224]
 [-0.5147303   0.02454199 -0.0639656  ...  0.38146782  1.
  -0.0110304 ]
 [ 0.01822225 -0.13523693  0.10901165 ... -0.32872224 -0.0110304
   1.        ]]",5,Wake
958,NonOverlap20090825AB_Segment_6_wake.mat,20090825AB,"[[ 1.         -0.5417944  -0.21472327 ...  0.54952615 -0.42177683
   0.07913285]
 [-0.5417944   1.          0.39341313 ... -0.05004981  0.2809723
   0.2518034 ]
 [-0.21472327  0.39341313  1.         ... -0.07140738  0.20245525
   0.09604453]
 ...
 [ 0.54952615 -0.05004981 -0.07140738 ...  1.         -0.3641643
   0.3400847 ]
 [-0.42177683  0.2809723   0.20245525 ... -0.3641643   1.
   0.13367373]
 [ 0.07913285  0.2518034   0.09604453 ...  0.3400847   0.13367373
   1.        ]]",6,Wake
959,NonOverlap20090825AB_Segment_7_wake.mat,20090825AB,"[[ 1.         -0.3142917  -0.38306674 ... -0.1275964   0.04889612
  -0.03846519]
 [-0.3142917   1.          0.1087451  ...  0.21887907 -0.09786698
  -0.45047414]
 [-0.38306674  0.1087451   1.         ...  0.05147    -0.400354
   0.10106362]
 ...
 [-0.1275964   0.21887907  0.05147    ...  1.          0.43811807
   0.32356948]
 [ 0.04889612 -0.09786698 -0.400354   ...  0.43811807  1.
   0.49352658]
 [-0.03846519 -0.45047414  0.10106362 ...  0.32356948  0.49352658
   1.        ]]",7,Wake
960,NonOverlap20090825AB_Segment_8_wake.mat,20090825AB,"[[ 1.         -0.1895736  -0.12463803 ... -0.36781162 -0.42524078
   0.03925954]
 [-0.1895736   1.          0.28282046 ...  0.504653    0.09808643
   0.13628033]
 [-0.12463803  0.28282046  1.         ...  0.1690399   0.18857187
  -0.09662797]
 ...
 [-0.36781162  0.504653    0.1690399  ...  1.          0.2627554
   0.37177992]
 [-0.42524078  0.09808643  0.18857187 ...  0.2627554   1.
   0.03823639]
 [ 0.03925954  0.13628033 -0.09662797 ...  0.37177992  0.03823639
   1.        ]]",8,Wake
961,NonOverlap20090825AB_Segment_9_wake.mat,20090825AB,"[[ 1.         -0.24927238 -0.43111467 ... -0.19123451  0.4153331
   0.20916423]
 [-0.24927238  1.         -0.04432493 ...  0.16175732  0.1358304
  -0.13922624]
 [-0.43111467 -0.04432493  1.         ... -0.16916315 -0.4785223
  -0.02893506]
 ...
 [-0.19123451  0.16175732 -0.16916315 ...  1.         -0.0985742
  -0.07237235]
 [ 0.4153331   0.1358304  -0.4785223  ... -0.0985742   1.
  -0.18038379]
 [ 0.20916423 -0.13922624 -0.02893506 ... -0.07237235 -0.18038379
   1.        ]]",9,Wake
962,NonOverlap20090825AB_Segment_10_wake.mat,20090825AB,"[[ 1.          0.2901941   0.37891442 ...  0.0786141   0.01439835
  -0.09110321]
 [ 0.2901941   1.          0.2926982  ... -0.19259419 -0.2540164
  -0.01395593]
 [ 0.37891442  0.2926982   1.         ... -0.32199317 -0.49455658
  -0.0286845 ]
 ...
 [ 0.0786141  -0.19259419 -0.32199317 ...  1.          0.31806958
   0.42812464]
 [ 0.01439835 -0.2540164  -0.49455658 ...  0.31806958  1.
   0.11876601]
 [-0.09110321 -0.01395593 -0.0286845  ...  0.42812464  0.11876601
   1.        ]]",10,Wake
963,NonOverlap20090825AB_Segment_11_wake.mat,20090825AB,"[[ 1.         -0.4925653   0.04180729 ...  0.36685413  0.15266679
   0.5591668 ]
 [-0.4925653   1.          0.16298904 ... -0.34347594 -0.38434088
  -0.25173697]
 [ 0.04180729  0.16298904  1.         ... -0.05538297 -0.19160561
  -0.12217353]
 ...
 [ 0.36685413 -0.34347594 -0.05538297 ...  1.          0.53150225
   0.45114487]
 [ 0.15266679 -0.38434088 -0.19160561 ...  0.53150225  1.
   0.2835323 ]
 [ 0.5591668  -0.25173697 -0.12217353 ...  0.45114487  0.2835323
   1.        ]]",11,Wake
964,NonOverlap20090825AB_Segment_12_wake.mat,20090825AB,"[[ 1.          0.0562132  -0.24408123 ... -0.01411951  0.12476609
   0.18095247]
 [ 0.0562132   1.          0.11259103 ...  0.01042097  0.03310933
   0.55134517]
 [-0.24408123  0.11259103  1.         ...  0.38670564 -0.18020746
   0.05608149]
 ...
 [-0.01411951  0.01042097  0.38670564 ...  1.         -0.07261154
   0.01433418]
 [ 0.12476609  0.03310933 -0.18020746 ... -0.07261154  1.
   0.07960165]
 [ 0.18095247  0.55134517  0.05608149 ...  0.01433418  0.07960165
   1.        ]]",12,Wake
965,NonOverlap20090825AB_Segment_13_wake.mat,20090825AB,"[[ 1.         -0.18042934 -0.18461576 ... -0.57221454 -0.2557439
   0.09696469]
 [-0.18042934  1.          0.05680764 ... -0.02833608  0.02058081
  -0.294347  ]
 [-0.18461576  0.05680764  1.         ...  0.20981565 -0.14128393
  -0.3649852 ]
 ...
 [-0.57221454 -0.02833608  0.20981565 ...  1.          0.3788611
   0.21120241]
 [-0.2557439   0.02058081 -0.14128393 ...  0.3788611   1.
   0.07615513]
 [ 0.09696469 -0.294347   -0.3649852  ...  0.21120241  0.07615513
   1.        ]]",13,Wake
966,NonOverlap20090825AB_Segment_14_wake.mat,20090825AB,"[[ 1.         -0.65701663  0.32319212 ...  0.19138286 -0.07758842
  -0.507632  ]
 [-0.65701663  1.         -0.26822108 ... -0.20757657  0.07448278
   0.5572508 ]
 [ 0.32319212 -0.26822108  1.         ...  0.4603988   0.13423122
  -0.01547029]
 ...
 [ 0.19138286 -0.20757657  0.4603988  ...  1.         -0.00614804
  -0.05544279]
 [-0.07758842  0.07448278  0.13423122 ... -0.00614804  1.
   0.05453797]
 [-0.507632    0.5572508  -0.01547029 ... -0.05544279  0.05453797
   1.        ]]",14,Wake
967,NonOverlap20090825AB_Segment_15_wake.mat,20090825AB,"[[ 1.          0.03088331  0.00194482 ... -0.493304   -0.17249218
   0.31684893]
 [ 0.03088331  1.         -0.3117611  ...  0.22474557 -0.04860631
  -0.23305109]
 [ 0.00194482 -0.3117611   1.         ... -0.21104547 -0.16966769
  -0.02056432]
 ...
 [-0.493304    0.22474557 -0.21104547 ...  1.          0.02836013
  -0.11588874]
 [-0.17249218 -0.04860631 -0.16966769 ...  0.02836013  1.
  -0.03241756]
 [ 0.31684893 -0.23305109 -0.02056432 ... -0.11588874 -0.03241756
   1.        ]]",15,Wake
968,NonOverlap20090825AB_Segment_16_wake.mat,20090825AB,"[[ 1.         -0.54468    -0.44344908 ...  0.05117723  0.43257743
   0.09070196]
 [-0.54468     1.          0.51299417 ...  0.17414454 -0.05346499
   0.19951901]
 [-0.44344908  0.51299417  1.         ... -0.29056317 -0.14542793
   0.04124276]
 ...
 [ 0.05117723  0.17414454 -0.29056317 ...  1.          0.23778918
   0.11261518]
 [ 0.43257743 -0.05346499 -0.14542793 ...  0.23778918  1.
  -0.03768542]
 [ 0.09070196  0.19951901  0.04124276 ...  0.11261518 -0.03768542
   1.        ]]",16,Wake
969,NonOverlap20090825AB_Segment_17_wake.mat,20090825AB,"[[ 1.         -0.39495495 -0.46512973 ... -0.14770803 -0.07033689
   0.19065204]
 [-0.39495495  1.          0.20233585 ...  0.17796627 -0.30055857
  -0.14941731]
 [-0.46512973  0.20233585  1.         ...  0.02538921  0.33784655
  -0.03313519]
 ...
 [-0.14770803  0.17796627  0.02538921 ...  1.          0.13985957
   0.19277132]
 [-0.07033689 -0.30055857  0.33784655 ...  0.13985957  1.
   0.13171428]
 [ 0.19065204 -0.14941731 -0.03313519 ...  0.19277132  0.13171428
   1.        ]]",17,Wake
970,NonOverlap20090825AB_Segment_18_wake.mat,20090825AB,"[[ 1.         -0.535668   -0.12341206 ... -0.01469026  0.05025599
  -0.44021213]
 [-0.535668    1.          0.03762678 ...  0.22916542  0.24837142
   0.33588332]
 [-0.12341206  0.03762678  1.         ...  0.05628694 -0.3457411
   0.02669206]
 ...
 [-0.01469026  0.22916542  0.05628694 ...  1.          0.40396652
   0.16831991]
 [ 0.05025599  0.24837142 -0.3457411  ...  0.40396652  1.
   0.4104105 ]
 [-0.44021213  0.33588332  0.02669206 ...  0.16831991  0.4104105
   1.        ]]",18,Wake
971,NonOverlap20090825AB_Segment_19_wake.mat,20090825AB,"[[ 1.         -0.8067274   0.29402572 ... -0.52913284  0.07313297
  -0.4799878 ]
 [-0.8067274   1.         -0.1774572  ...  0.3970698  -0.22718352
   0.32480097]
 [ 0.29402572 -0.1774572   1.         ... -0.23319641 -0.17389034
  -0.08177821]
 ...
 [-0.52913284  0.3970698  -0.23319641 ...  1.          0.11594379
   0.19380623]
 [ 0.07313297 -0.22718352 -0.17389034 ...  0.11594379  1.
   0.38564178]
 [-0.4799878   0.32480097 -0.08177821 ...  0.19380623  0.38564178
   1.        ]]",19,Wake
972,NonOverlap20090825AB_Segment_20_wake.mat,20090825AB,"[[ 1.         -0.62812155 -0.01122608 ... -0.3717786  -0.5330988
   0.24808383]
 [-0.62812155  1.          0.34567294 ...  0.3498051   0.07698652
  -0.22171393]
 [-0.01122608  0.34567294  1.         ...  0.29876    -0.48337722
  -0.06601807]
 ...
 [-0.3717786   0.3498051   0.29876    ...  1.         -0.14387028
   0.02614414]
 [-0.5330988   0.07698652 -0.48337722 ... -0.14387028  1.
  -0.02358321]
 [ 0.24808383 -0.22171393 -0.06601807 ...  0.02614414 -0.02358321
   1.        ]]",20,Wake
973,NonOverlap20090825AB_Segment_21_wake.mat,20090825AB,"[[ 1.         -0.20332026  0.0968671  ... -0.2055262   0.33099908
  -0.1309239 ]
 [-0.20332026  1.          0.09001347 ... -0.15774801 -0.041943
   0.17558742]
 [ 0.0968671   0.09001347  1.         ...  0.45715708  0.30919808
   0.09539534]
 ...
 [-0.2055262  -0.15774801  0.45715708 ...  1.         -0.20942238
   0.17985278]
 [ 0.33099908 -0.041943    0.30919808 ... -0.20942238  1.
  -0.14621828]
 [-0.1309239   0.17558742  0.09539534 ...  0.17985278 -0.14621828
   1.        ]]",21,Wake
974,NonOverlap20090825AB_Segment_22_wake.mat,20090825AB,"[[ 1.         -0.10280509 -0.17338842 ... -0.3526186   0.46435857
  -0.35755616]
 [-0.10280509  1.         -0.13496476 ... -0.18215375  0.22582513
  -0.33373094]
 [-0.17338842 -0.13496476  1.         ...  0.39164764 -0.6322046
   0.51037836]
 ...
 [-0.3526186  -0.18215375  0.39164764 ...  1.         -0.19387044
   0.57443553]
 [ 0.46435857  0.22582513 -0.6322046  ... -0.19387044  1.
  -0.30821586]
 [-0.35755616 -0.33373094  0.51037836 ...  0.57443553 -0.30821586
   1.        ]]",22,Wake
975,NonOverlap20090825AB_Segment_23_wake.mat,20090825AB,"[[ 1.         -0.66687787 -0.33250841 ... -0.33795205 -0.10911649
   0.15610895]
 [-0.66687787  1.          0.21625793 ...  0.47930193  0.35366383
  -0.35406378]
 [-0.33250841  0.21625793  1.         ...  0.23856379 -0.36969328
   0.15124263]
 ...
 [-0.33795205  0.47930193  0.23856379 ...  1.          0.13239701
  -0.0665247 ]
 [-0.10911649  0.35366383 -0.36969328 ...  0.13239701  1.
  -0.1094027 ]
 [ 0.15610895 -0.35406378  0.15124263 ... -0.0665247  -0.1094027
   1.        ]]",23,Wake
976,NonOverlap20090826IS_Segment_1_wake.mat,20090826IS,"[[ 1.         -0.46138054 -0.03233812 ...  0.40985566 -0.22420289
   0.06878515]
 [-0.46138054  1.          0.22886497 ... -0.45698777  0.1709499
   0.15506798]
 [-0.03233812  0.22886497  1.         ... -0.05976642  0.17330354
  -0.1248523 ]
 ...
 [ 0.40985566 -0.45698777 -0.05976642 ...  1.         -0.14249001
   0.10965015]
 [-0.22420289  0.1709499   0.17330354 ... -0.14249001  1.
  -0.12682979]
 [ 0.06878515  0.15506798 -0.1248523  ...  0.10965015 -0.12682979
   1.        ]]",1,Wake
977,NonOverlap20090826IS_Segment_2_wake.mat,20090826IS,"[[ 1.         -0.3886105  -0.55132264 ... -0.06492276 -0.07641464
  -0.09766347]
 [-0.3886105   1.         -0.04579883 ...  0.21631016  0.1585188
   0.06241453]
 [-0.55132264 -0.04579883  1.         ... -0.0874387  -0.33385023
  -0.06647062]
 ...
 [-0.06492276  0.21631016 -0.0874387  ...  1.         -0.04847557
  -0.06489798]
 [-0.07641464  0.1585188  -0.33385023 ... -0.04847557  1.
   0.14778106]
 [-0.09766347  0.06241453 -0.06647062 ... -0.06489798  0.14778106
   1.        ]]",2,Wake
978,NonOverlap20090930MZ_Segment_1_wake.mat,20090930MZ,"[[ 1.         -0.09001475  0.13929623 ... -0.03193999  0.22984597
   0.21369427]
 [-0.09001475  1.         -0.38673657 ... -0.06697287 -0.293921
   0.08658876]
 [ 0.13929623 -0.38673657  1.         ...  0.19547275  0.5672205
  -0.18010682]
 ...
 [-0.03193999 -0.06697287  0.19547275 ...  1.          0.11794935
   0.34499785]
 [ 0.22984597 -0.293921    0.5672205  ...  0.11794935  1.
  -0.10589098]
 [ 0.21369427  0.08658876 -0.18010682 ...  0.34499785 -0.10589098
   1.        ]]",1,Wake
979,NonOverlap20090930MZ_Segment_2_wake.mat,20090930MZ,"[[ 1.         -0.36413148  0.01870606 ... -0.00435647 -0.0220554
   0.20050113]
 [-0.36413148  1.          0.00136542 ...  0.02327016  0.09935881
  -0.28737816]
 [ 0.01870606  0.00136542  1.         ...  0.07137704  0.1402072
   0.24062565]
 ...
 [-0.00435647  0.02327016  0.07137704 ...  1.          0.27350533
   0.25191048]
 [-0.0220554   0.09935881  0.1402072  ...  0.27350533  1.
   0.3079161 ]
 [ 0.20050113 -0.28737816  0.24062565 ...  0.25191048  0.3079161
   1.        ]]",2,Wake
980,NonOverlap20090930MZ_Segment_3_wake.mat,20090930MZ,"[[ 1.          0.29655895  0.35549465 ...  0.05532708 -0.11235349
  -0.06913006]
 [ 0.29655895  1.         -0.08858936 ...  0.35988656  0.12495813
   0.2011925 ]
 [ 0.35549465 -0.08858936  1.         ... -0.33686864 -0.17890978
  -0.01209007]
 ...
 [ 0.05532708  0.35988656 -0.33686864 ...  1.          0.5653234
   0.53983104]
 [-0.11235349  0.12495813 -0.17890978 ...  0.5653234   1.
   0.2724892 ]
 [-0.06913006  0.2011925  -0.01209007 ...  0.53983104  0.2724892
   1.        ]]",3,Wake
981,NonOverlap20091007DR_Segment_1_wake.mat,20091007DR,"[[ 1.         -0.15201007 -0.21374226 ...  0.23150955 -0.058062
  -0.18875301]
 [-0.15201007  1.         -0.28931886 ... -0.0213147   0.30605102
  -0.17168811]
 [-0.21374226 -0.28931886  1.         ... -0.09215736  0.02711736
   0.31754515]
 ...
 [ 0.23150955 -0.0213147  -0.09215736 ...  1.          0.10589254
  -0.24901679]
 [-0.058062    0.30605102  0.02711736 ...  0.10589254  1.
   0.16118968]
 [-0.18875301 -0.17168811  0.31754515 ... -0.24901679  0.16118968
   1.        ]]",1,Wake
982,NonOverlap20091007DR_Segment_2_wake.mat,20091007DR,"[[ 1.         -0.3897338  -0.20729572 ... -0.18217894 -0.20453073
   0.05377143]
 [-0.3897338   1.          0.15968752 ... -0.13661742 -0.02648231
  -0.07274748]
 [-0.20729572  0.15968752  1.         ... -0.15842116 -0.07813068
   0.2903832 ]
 ...
 [-0.18217894 -0.13661742 -0.15842116 ...  1.          0.17563263
  -0.23070446]
 [-0.20453073 -0.02648231 -0.07813068 ...  0.17563263  1.
  -0.01155332]
 [ 0.05377143 -0.07274748  0.2903832  ... -0.23070446 -0.01155332
   1.        ]]",2,Wake
983,NonOverlap20091007DR_Segment_3_wake.mat,20091007DR,"[[ 1.         -0.48124355  0.62639886 ... -0.13693187 -0.45031172
   0.28407887]
 [-0.48124355  1.         -0.6655836  ... -0.45380938  0.33968094
  -0.12915412]
 [ 0.62639886 -0.6655836   1.         ... -0.00650935 -0.5272279
   0.33801317]
 ...
 [-0.13693187 -0.45380938 -0.00650935 ...  1.          0.08008299
   0.0301481 ]
 [-0.45031172  0.33968094 -0.5272279  ...  0.08008299  1.
  -0.44643545]
 [ 0.28407887 -0.12915412  0.33801317 ...  0.0301481  -0.44643545
   1.        ]]",3,Wake
984,NonOverlap20091007DR_Segment_4_wake.mat,20091007DR,"[[ 1.         -0.4222037  -0.20612167 ... -0.158003    0.04433805
   0.1771586 ]
 [-0.4222037   1.         -0.10009213 ...  0.04831297  0.09729616
  -0.19532397]
 [-0.20612167 -0.10009213  1.         ...  0.01955889 -0.4039975
  -0.2811073 ]
 ...
 [-0.158003    0.04831297  0.01955889 ...  1.         -0.10309297
  -0.15775661]
 [ 0.04433805  0.09729616 -0.4039975  ... -0.10309297  1.
   0.1575625 ]
 [ 0.1771586  -0.19532397 -0.2811073  ... -0.15775661  0.1575625
   1.        ]]",4,Wake
985,NonOverlap20091007DR_Segment_5_wake.mat,20091007DR,"[[ 1.         -0.53152853  0.47083622 ...  0.3829177  -0.340786
  -0.22337866]
 [-0.53152853  1.         -0.4437177  ... -0.14690891  0.01424648
  -0.18186562]
 [ 0.47083622 -0.4437177   1.         ...  0.20982681 -0.05325782
   0.06058587]
 ...
 [ 0.3829177  -0.14690891  0.20982681 ...  1.          0.14262046
   0.21275419]
 [-0.340786    0.01424648 -0.05325782 ...  0.14262046  1.
   0.25023258]
 [-0.22337866 -0.18186562  0.06058587 ...  0.21275419  0.25023258
   1.        ]]",5,Wake
986,NonOverlap20091007DR_Segment_6_wake.mat,20091007DR,"[[ 1.         -0.5914799  -0.13071123 ...  0.31349984 -0.5388012
  -0.08830711]
 [-0.5914799   1.          0.3951223  ...  0.12368769  0.37728524
  -0.07237846]
 [-0.13071123  0.3951223   1.         ...  0.13880853 -0.0846718
   0.13181256]
 ...
 [ 0.31349984  0.12368769  0.13880853 ...  1.         -0.18604031
   0.00424878]
 [-0.5388012   0.37728524 -0.0846718  ... -0.18604031  1.
  -0.2798019 ]
 [-0.08830711 -0.07237846  0.13181256 ...  0.00424878 -0.2798019
   1.        ]]",6,Wake
987,NonOverlap20091007DR_Segment_7_wake.mat,20091007DR,"[[ 1.          0.00493846  0.1929742  ...  0.24578467 -0.34896815
  -0.2094027 ]
 [ 0.00493846  1.          0.06017761 ...  0.05797572 -0.18250506
   0.17544225]
 [ 0.1929742   0.06017761  1.         ...  0.14211908  0.21437772
  -0.00529992]
 ...
 [ 0.24578467  0.05797572  0.14211908 ...  1.          0.02648103
  -0.26417685]
 [-0.34896815 -0.18250506  0.21437772 ...  0.02648103  1.
   0.2749789 ]
 [-0.2094027   0.17544225 -0.00529992 ... -0.26417685  0.2749789
   1.        ]]",7,Wake
988,NonOverlap20091007DR_Segment_8_wake.mat,20091007DR,"[[ 1.         -0.09923637 -0.03795348 ... -0.05166157 -0.04020938
  -0.4172056 ]
 [-0.09923637  1.         -0.5018694  ... -0.24823773 -0.13285305
   0.23327604]
 [-0.03795348 -0.5018694   1.         ...  0.21504633  0.17330265
  -0.48087454]
 ...
 [-0.05166157 -0.24823773  0.21504633 ...  1.          0.09202774
   0.2748468 ]
 [-0.04020938 -0.13285305  0.17330265 ...  0.09202774  1.
  -0.07137248]
 [-0.4172056   0.23327604 -0.48087454 ...  0.2748468  -0.07137248
   1.        ]]",8,Wake
989,NonOverlap20091007DR_Segment_9_wake.mat,20091007DR,"[[ 1.         -0.7351041  -0.14120463 ...  0.27412337  0.41936386
  -0.24981776]
 [-0.7351041   1.          0.1708975  ... -0.02719956 -0.20849022
   0.05410574]
 [-0.14120463  0.1708975   1.         ... -0.06362329  0.20059358
  -0.16670842]
 ...
 [ 0.27412337 -0.02719956 -0.06362329 ...  1.          0.30911428
  -0.11573103]
 [ 0.41936386 -0.20849022  0.20059358 ...  0.30911428  1.
  -0.05020132]
 [-0.24981776  0.05410574 -0.16670842 ... -0.11573103 -0.05020132
   1.        ]]",9,Wake
990,NonOverlap20091007DR_Segment_10_wake.mat,20091007DR,"[[ 1.0000000e+00 -5.7219887e-01 -1.4968792e-01 ... -3.6301586e-01
  -3.0195028e-01  2.7995741e-03]
 [-5.7219887e-01  1.0000000e+00 -1.1758830e-01 ...  2.8559792e-01
   1.7935097e-01  4.0122405e-01]
 [-1.4968792e-01 -1.1758830e-01  1.0000000e+00 ...  8.3860561e-02
  -5.2225543e-04 -4.2805803e-01]
 ...
 [-3.6301586e-01  2.8559792e-01  8.3860561e-02 ...  1.0000000e+00
  -9.0645328e-02  1.2419011e-02]
 [-3.0195028e-01  1.7935097e-01 -5.2225543e-04 ... -9.0645328e-02
   1.0000000e+00 -8.6326718e-02]
 [ 2.7995741e-03  4.0122405e-01 -4.2805803e-01 ...  1.2419011e-02
  -8.6326718e-02  1.0000000e+00]]",10,Wake
991,NonOverlap20091007DR_Segment_11_wake.mat,20091007DR,"[[ 1.         -0.586889   -0.35975057 ... -0.33255923  0.3344285
  -0.37427685]
 [-0.586889    1.          0.1246824  ... -0.3629217  -0.25404477
   0.14438567]
 [-0.35975057  0.1246824   1.         ...  0.24849302 -0.35697153
   0.26542583]
 ...
 [-0.33255923 -0.3629217   0.24849302 ...  1.         -0.24338304
   0.12389687]
 [ 0.3344285  -0.25404477 -0.35697153 ... -0.24338304  1.
  -0.32453582]
 [-0.37427685  0.14438567  0.26542583 ...  0.12389687 -0.32453582
   1.        ]]",11,Wake
992,NonOverlap20091007DR_Segment_12_wake.mat,20091007DR,"[[ 1.         -0.34005198 -0.09336159 ...  0.01742312  0.31648725
   0.57615376]
 [-0.34005198  1.         -0.15977503 ... -0.12869267 -0.2206681
  -0.39857304]
 [-0.09336159 -0.15977503  1.         ... -0.01777931  0.1662949
  -0.26829284]
 ...
 [ 0.01742312 -0.12869267 -0.01777931 ...  1.          0.10590795
  -0.22725569]
 [ 0.31648725 -0.2206681   0.1662949  ...  0.10590795  1.
   0.05648294]
 [ 0.57615376 -0.39857304 -0.26829284 ... -0.22725569  0.05648294
   1.        ]]",12,Wake
993,NonOverlap20091007DR_Segment_13_wake.mat,20091007DR,"[[ 1.         -0.58045965 -0.4193287  ... -0.30866766  0.36807045
   0.51677305]
 [-0.58045965  1.          0.48523805 ...  0.3086095  -0.21542099
  -0.38681513]
 [-0.4193287   0.48523805  1.         ...  0.04385498 -0.4929335
  -0.36484432]
 ...
 [-0.30866766  0.3086095   0.04385498 ...  1.          0.08963412
   0.04445897]
 [ 0.36807045 -0.21542099 -0.4929335  ...  0.08963412  1.
   0.2826084 ]
 [ 0.51677305 -0.38681513 -0.36484432 ...  0.04445897  0.2826084
   1.        ]]",13,Wake
